# GLEAM 3.0 country-level animal production data (reference year 2015).
# Source: FAO Global Livestock Environmental Assessment Model (GLEAM) version 3.0.
# Obtained directly from FAO upon request.
#
# SPDX-FileCopyrightText: FAO 2022
# SPDX-License-Identifier: CC-BY-4.0
ISO3,COUNTRY,VarName,Animal,LPS,Item,Element,Total,Unit
MLI,Mali,Production,Goats,Grassland,Meat,CarcassWeight,15740148.04,kg/year
MLI,Mali,Production,Goats,Grassland,Meat,LiveWeight,33490163.25,kg/year
MLI,Mali,Production,Goats,Mixed,Meat,CarcassWeight,8235369.921,kg/year
MLI,Mali,Production,Goats,Mixed,Meat,LiveWeight,17522318.22,kg/year
MLI,Mali,Production,Goats,Grassland,Milk,Weight,261652206.3,kg/year
MLI,Mali,Production,Goats,Mixed,Milk,Weight,138476447.1,kg/year
MLI,Mali,Production,Pigs,Backyard,Meat,CarcassWeight,2023078.887,kg/year
MLI,Mali,Production,Pigs,Backyard,Meat,LiveWeight,3112429.181,kg/year
MLI,Mali,Production,Pigs,Industrial,Meat,CarcassWeight,1589.408767,kg/year
MLI,Mali,Production,Pigs,Industrial,Meat,LiveWeight,2119.211683,kg/year
MLI,Mali,Production,Pigs,Intermediate,Meat,CarcassWeight,2229605.86,kg/year
MLI,Mali,Production,Pigs,Intermediate,Meat,LiveWeight,2972807.806,kg/year
MLI,Mali,Production,Sheep,Grassland,Meat,CarcassWeight,14275669.63,kg/year
MLI,Mali,Production,Sheep,Grassland,Meat,LiveWeight,29617571.34,kg/year
MLI,Mali,Production,Sheep,Mixed,Meat,CarcassWeight,7733719.34,kg/year
MLI,Mali,Production,Sheep,Mixed,Meat,LiveWeight,16045060.64,kg/year
MLI,Mali,Production,Sheep,Grassland,Milk,Weight,170392459.7,kg/year
MLI,Mali,Production,Sheep,Mixed,Milk,Weight,93102962.62,kg/year
MLT,Malta,Production,Cattle,Mixed,Meat,CarcassWeight,460645.1914,kg/year
MLT,Malta,Production,Cattle,Mixed,Meat,LiveWeight,896887.0625,kg/year
MLT,Malta,Production,Cattle,Mixed,Milk,Weight,12190181,kg/year
MLT,Malta,Production,Chicken,Backyard,Eggs,Weight,340.0234289,kg/year
MLT,Malta,Production,Chicken,Backyard,Meat,CarcassWeight,75.34878516,kg/year
MLT,Malta,Production,Chicken,Backyard,Meat,LiveWeight,102.1450062,kg/year
MLT,Malta,Production,Chicken,Broiler,Meat,CarcassWeight,4298465.077,kg/year
MLT,Malta,Production,Chicken,Broiler,Meat,LiveWeight,6229659.381,kg/year
MLT,Malta,Production,Chicken,Layer,Eggs,Weight,5925297.014,kg/year
MLT,Malta,Production,Chicken,Layer,Meat,CarcassWeight,696123.8628,kg/year
MLT,Malta,Production,Chicken,Layer,Meat,LiveWeight,1265679.719,kg/year
MLT,Malta,Production,Goats,Grassland,Meat,CarcassWeight,13825.87207,kg/year
MLT,Malta,Production,Goats,Grassland,Meat,LiveWeight,32153.19141,kg/year
MLT,Malta,Production,Goats,Mixed,Meat,CarcassWeight,23320.54321,kg/year
MLT,Malta,Production,Goats,Mixed,Meat,LiveWeight,54233.82275,kg/year
MLT,Malta,Production,Goats,Grassland,Milk,Weight,355797.2188,kg/year
MLT,Malta,Production,Goats,Mixed,Milk,Weight,628094.7852,kg/year
MLT,Malta,Production,Pigs,Backyard,Meat,CarcassWeight,816.8668747,kg/year
MLT,Malta,Production,Pigs,Backyard,Meat,LiveWeight,1256.7183,kg/year
MLT,Malta,Production,Pigs,Industrial,Meat,CarcassWeight,6093910.563,kg/year
MLT,Malta,Production,Pigs,Industrial,Meat,LiveWeight,8125214.414,kg/year
MLT,Malta,Production,Pigs,Intermediate,Meat,CarcassWeight,1109508.669,kg/year
MLT,Malta,Production,Pigs,Intermediate,Meat,LiveWeight,1479344.887,kg/year
MLT,Malta,Production,Sheep,Grassland,Meat,CarcassWeight,26662.72266,kg/year
MLT,Malta,Production,Sheep,Grassland,Meat,LiveWeight,51571.99609,kg/year
MLT,Malta,Production,Sheep,Mixed,Meat,CarcassWeight,50480.77964,kg/year
MLT,Malta,Production,Sheep,Mixed,Meat,LiveWeight,97641.74157,kg/year
MLT,Malta,Production,Sheep,Grassland,Milk,Weight,556160.9375,kg/year
MLT,Malta,Production,Sheep,Mixed,Milk,Weight,1065470.016,kg/year
MTQ,Martinique,Production,Cattle,Grassland,Meat,CarcassWeight,29055.53857,kg/year
MTQ,Martinique,Production,Cattle,Grassland,Meat,LiveWeight,54351.5918,kg/year
MTQ,Martinique,Production,Cattle,Mixed,Meat,CarcassWeight,310972.709,kg/year
MTQ,Martinique,Production,Cattle,Mixed,Meat,LiveWeight,581708.7295,kg/year
MTQ,Martinique,Production,Cattle,Grassland,Milk,Weight,0,kg/year
MTQ,Martinique,Production,Cattle,Mixed,Milk,Weight,0,kg/year
MTQ,Martinique,Production,Chicken,Backyard,Eggs,Weight,181879.7888,kg/year
MTQ,Martinique,Production,Chicken,Backyard,Meat,CarcassWeight,35952.40479,kg/year
MTQ,Martinique,Production,Chicken,Backyard,Meat,LiveWeight,54647.69067,kg/year
MTQ,Martinique,Production,Chicken,Broiler,Meat,CarcassWeight,1584704.775,kg/year
MTQ,Martinique,Production,Chicken,Broiler,Meat,LiveWeight,2170828.426,kg/year
MTQ,Martinique,Production,Chicken,Layer,Eggs,Weight,1349294.922,kg/year
MTQ,Martinique,Production,Chicken,Layer,Meat,CarcassWeight,153888.6021,kg/year
MTQ,Martinique,Production,Chicken,Layer,Meat,LiveWeight,279797.4492,kg/year
MTQ,Martinique,Production,Goats,Grassland,Meat,CarcassWeight,936.1574097,kg/year
MTQ,Martinique,Production,Goats,Grassland,Meat,LiveWeight,2118.003052,kg/year
MTQ,Martinique,Production,Goats,Mixed,Meat,CarcassWeight,8944.051865,kg/year
MTQ,Martinique,Production,Goats,Mixed,Meat,LiveWeight,20235.41092,kg/year
MTQ,Martinique,Production,Goats,Grassland,Milk,Weight,0,kg/year
MTQ,Martinique,Production,Goats,Mixed,Milk,Weight,0,kg/year
MTQ,Martinique,Production,Pigs,Backyard,Meat,CarcassWeight,74792.77856,kg/year
MTQ,Martinique,Production,Pigs,Backyard,Meat,LiveWeight,115065.8181,kg/year
MTQ,Martinique,Production,Pigs,Industrial,Meat,CarcassWeight,1024500.807,kg/year
MTQ,Martinique,Production,Pigs,Industrial,Meat,LiveWeight,1366001.108,kg/year
MTQ,Martinique,Production,Pigs,Intermediate,Meat,CarcassWeight,207332.092,kg/year
MTQ,Martinique,Production,Pigs,Intermediate,Meat,LiveWeight,276442.7875,kg/year
MTQ,Martinique,Production,Sheep,Grassland,Meat,CarcassWeight,687.3014526,kg/year
MTQ,Martinique,Production,Sheep,Grassland,Meat,LiveWeight,1527.33667,kg/year
MTQ,Martinique,Production,Sheep,Mixed,Meat,CarcassWeight,29695.97491,kg/year
MTQ,Martinique,Production,Sheep,Mixed,Meat,LiveWeight,65991.05493,kg/year
MTQ,Martinique,Production,Sheep,Grassland,Milk,Weight,0,kg/year
MTQ,Martinique,Production,Sheep,Mixed,Milk,Weight,0,kg/year
MRT,Mauritania,Production,Cattle,Grassland,Meat,CarcassWeight,19000132.07,kg/year
MRT,Mauritania,Production,Cattle,Grassland,Meat,LiveWeight,40425812.95,kg/year
MRT,Mauritania,Production,Cattle,Mixed,Meat,CarcassWeight,1289858.204,kg/year
MRT,Mauritania,Production,Cattle,Mixed,Meat,LiveWeight,2744379.148,kg/year
MRT,Mauritania,Production,Cattle,Grassland,Milk,Weight,116108569.1,kg/year
MRT,Mauritania,Production,Cattle,Mixed,Milk,Weight,18876814.65,kg/year
MRT,Mauritania,Production,Chicken,Backyard,Eggs,Weight,1405744.395,kg/year
MRT,Mauritania,Production,Chicken,Backyard,Meat,CarcassWeight,920235.394,kg/year
MRT,Mauritania,Production,Chicken,Backyard,Meat,LiveWeight,1320724.819,kg/year
MRT,Mauritania,Production,Chicken,Broiler,Meat,CarcassWeight,4244776.072,kg/year
MRT,Mauritania,Production,Chicken,Broiler,Meat,LiveWeight,6530424.969,kg/year
MRT,Mauritania,Production,Chicken,Layer,Eggs,Weight,6859601.06,kg/year
MRT,Mauritania,Production,Chicken,Layer,Meat,CarcassWeight,1156166.22,kg/year
MRT,Mauritania,Production,Chicken,Layer,Meat,LiveWeight,2102120.357,kg/year
MRT,Mauritania,Production,Goats,Grassland,Meat,CarcassWeight,22596128.18,kg/year
MRT,Mauritania,Production,Goats,Grassland,Meat,LiveWeight,48076868.51,kg/year
MRT,Mauritania,Production,Goats,Mixed,Meat,CarcassWeight,2548793.075,kg/year
MRT,Mauritania,Production,Goats,Mixed,Meat,LiveWeight,5422964.001,kg/year
MRT,Mauritania,Production,Goats,Grassland,Milk,Weight,99785838.47,kg/year
MRT,Mauritania,Production,Goats,Mixed,Milk,Weight,11255620.97,kg/year
MRT,Mauritania,Production,Sheep,Grassland,Meat,CarcassWeight,33061978.38,kg/year
MRT,Mauritania,Production,Sheep,Grassland,Meat,LiveWeight,77247614.44,kg/year
MRT,Mauritania,Production,Sheep,Mixed,Meat,CarcassWeight,4537073.539,kg/year
MRT,Mauritania,Production,Sheep,Mixed,Meat,LiveWeight,10600639.25,kg/year
MRT,Mauritania,Production,Sheep,Grassland,Milk,Weight,69565771.53,kg/year
MRT,Mauritania,Production,Sheep,Mixed,Milk,Weight,9546465.064,kg/year
MUS,Mauritius,Production,Buffalo,Mixed,Meat,CarcassWeight,0,kg/year
MUS,Mauritius,Production,Buffalo,Mixed,Meat,LiveWeight,0,kg/year
MUS,Mauritius,Production,Buffalo,Mixed,Milk,Weight,0,kg/year
MUS,Mauritius,Production,Cattle,Mixed,Meat,CarcassWeight,151692.7294,kg/year
MUS,Mauritius,Production,Cattle,Mixed,Meat,LiveWeight,322750.4907,kg/year
MUS,Mauritius,Production,Cattle,Mixed,Milk,Weight,4499882.551,kg/year
MUS,Mauritius,Production,Chicken,Backyard,Eggs,Weight,337343.8807,kg/year
MUS,Mauritius,Production,Chicken,Backyard,Meat,CarcassWeight,156765.0234,kg/year
MUS,Mauritius,Production,Chicken,Backyard,Meat,LiveWeight,238169.374,kg/year
MUS,Mauritius,Production,Chicken,Broiler,Meat,CarcassWeight,67503573.59,kg/year
MUS,Mauritius,Production,Chicken,Broiler,Meat,LiveWeight,103851656.4,kg/year
MUS,Mauritius,Production,Chicken,Layer,Eggs,Weight,17248108.13,kg/year
MUS,Mauritius,Production,Chicken,Layer,Meat,CarcassWeight,2907119.34,kg/year
MUS,Mauritius,Production,Chicken,Layer,Meat,LiveWeight,5285671.441,kg/year
MUS,Mauritius,Production,Goats,Mixed,Meat,CarcassWeight,108886.577,kg/year
MUS,Mauritius,Production,Goats,Mixed,Meat,LiveWeight,220418.1674,kg/year
MUS,Mauritius,Production,Goats,Mixed,Milk,Weight,0,kg/year
MUS,Mauritius,Production,Pigs,Backyard,Meat,CarcassWeight,152891.7344,kg/year
MUS,Mauritius,Production,Pigs,Backyard,Meat,LiveWeight,235218.0632,kg/year
MUS,Mauritius,Production,Pigs,Industrial,Meat,CarcassWeight,2919243.744,kg/year
MUS,Mauritius,Production,Pigs,Industrial,Meat,LiveWeight,3892324.999,kg/year
MUS,Mauritius,Production,Pigs,Intermediate,Meat,CarcassWeight,161446.8027,kg/year
MUS,Mauritius,Production,Pigs,Intermediate,Meat,LiveWeight,215262.4047,kg/year
MUS,Mauritius,Production,Sheep,Mixed,Meat,CarcassWeight,10324.55875,kg/year
MUS,Mauritius,Production,Sheep,Mixed,Meat,LiveWeight,22943.46344,kg/year
MUS,Mauritius,Production,Sheep,Mixed,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Cattle,Grassland,Meat,CarcassWeight,38724.12891,kg/year
MYT,Mayotte,Production,Cattle,Grassland,Meat,LiveWeight,82391.76563,kg/year
MYT,Mayotte,Production,Cattle,Mixed,Meat,CarcassWeight,51497.32031,kg/year
MYT,Mayotte,Production,Cattle,Mixed,Meat,LiveWeight,109568.7676,kg/year
MYT,Mayotte,Production,Cattle,Grassland,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Cattle,Mixed,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Chicken,Backyard,Eggs,Weight,40360.73779,kg/year
MYT,Mayotte,Production,Chicken,Backyard,Meat,CarcassWeight,18755.7937,kg/year
MYT,Mayotte,Production,Chicken,Backyard,Meat,LiveWeight,28495.23096,kg/year
MYT,Mayotte,Production,Goats,Grassland,Meat,CarcassWeight,15706.09473,kg/year
MYT,Mayotte,Production,Goats,Grassland,Meat,LiveWeight,31793.71094,kg/year
MYT,Mayotte,Production,Goats,Mixed,Meat,CarcassWeight,52192.79688,kg/year
MYT,Mayotte,Production,Goats,Mixed,Meat,LiveWeight,105653.4277,kg/year
MYT,Mayotte,Production,Goats,Grassland,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Goats,Mixed,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Sheep,Grassland,Meat,CarcassWeight,1180.987305,kg/year
MYT,Mayotte,Production,Sheep,Grassland,Meat,LiveWeight,2624.416504,kg/year
MYT,Mayotte,Production,Sheep,Mixed,Meat,CarcassWeight,4186.675415,kg/year
MYT,Mayotte,Production,Sheep,Mixed,Meat,LiveWeight,9303.7229,kg/year
MYT,Mayotte,Production,Sheep,Grassland,Milk,Weight,0,kg/year
MYT,Mayotte,Production,Sheep,Mixed,Milk,Weight,0,kg/year
MEX,Mexico,Production,Cattle,Mixed,Meat,CarcassWeight,1327645321,kg/year
MEX,Mexico,Production,Cattle,Mixed,Meat,LiveWeight,2470309275,kg/year
MEX,Mexico,Production,Cattle,Grassland,Meat,CarcassWeight,471365391.7,kg/year
MEX,Mexico,Production,Cattle,Grassland,Meat,LiveWeight,892223677.9,kg/year
MEX,Mexico,Production,Cattle,Grassland,Milk,Weight,4660970161,kg/year
MEX,Mexico,Production,Cattle,Mixed,Milk,Weight,6733596375,kg/year
MEX,Mexico,Production,Chicken,Backyard,Eggs,Weight,48291645.67,kg/year
MEX,Mexico,Production,Chicken,Backyard,Meat,CarcassWeight,9545869.604,kg/year
MEX,Mexico,Production,Chicken,Backyard,Meat,LiveWeight,14509731.13,kg/year
MEX,Mexico,Production,Chicken,Broiler,Meat,CarcassWeight,3021248232,kg/year
MEX,Mexico,Production,Chicken,Broiler,Meat,LiveWeight,4138696095,kg/year
MEX,Mexico,Production,Chicken,Layer,Eggs,Weight,2714896585,kg/year
MEX,Mexico,Production,Chicken,Layer,Meat,CarcassWeight,72757856.92,kg/year
MEX,Mexico,Production,Chicken,Layer,Meat,LiveWeight,132287009.7,kg/year
MEX,Mexico,Production,Goats,Grassland,Meat,CarcassWeight,33756957.55,kg/year
MEX,Mexico,Production,Goats,Grassland,Meat,LiveWeight,82530880.83,kg/year
MEX,Mexico,Production,Goats,Mixed,Meat,CarcassWeight,19718962.69,kg/year
MEX,Mexico,Production,Goats,Mixed,Meat,LiveWeight,48210012.94,kg/year
MEX,Mexico,Production,Goats,Grassland,Milk,Weight,0,kg/year
MEX,Mexico,Production,Goats,Mixed,Milk,Weight,0,kg/year
MEX,Mexico,Production,Pigs,Backyard,Meat,CarcassWeight,143659232.5,kg/year
MEX,Mexico,Production,Pigs,Backyard,Meat,LiveWeight,221014211.7,kg/year
MEX,Mexico,Production,Pigs,Industrial,Meat,CarcassWeight,2010001834,kg/year
MEX,Mexico,Production,Pigs,Industrial,Meat,LiveWeight,2680002443,kg/year
MEX,Mexico,Production,Pigs,Intermediate,Meat,CarcassWeight,399737657,kg/year
MEX,Mexico,Production,Pigs,Intermediate,Meat,LiveWeight,532983542.8,kg/year
MEX,Mexico,Production,Sheep,Grassland,Meat,CarcassWeight,45220673.42,kg/year
MEX,Mexico,Production,Sheep,Grassland,Meat,LiveWeight,86962833.44,kg/year
MEX,Mexico,Production,Sheep,Mixed,Meat,CarcassWeight,80516227.26,kg/year
MEX,Mexico,Production,Sheep,Mixed,Meat,LiveWeight,154838898.6,kg/year
MEX,Mexico,Production,Sheep,Grassland,Milk,Weight,20472259.58,kg/year
MEX,Mexico,Production,Sheep,Mixed,Milk,Weight,36451228.69,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Grassland,Meat,CarcassWeight,145386.4209,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Grassland,Meat,LiveWeight,287595.1074,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Mixed,Meat,CarcassWeight,11670591.26,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Mixed,Meat,LiveWeight,23086096.67,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Grassland,Milk,Weight,5900411.438,kg/year
MDA,"Moldova, Republic of",Production,Cattle,Mixed,Milk,Weight,473643214.3,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Backyard,Eggs,Weight,22573158.8,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Backyard,Meat,CarcassWeight,3672768.863,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Backyard,Meat,LiveWeight,4980826.936,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Broiler,Meat,CarcassWeight,199701918.4,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Broiler,Meat,LiveWeight,285288459.6,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Layer,Eggs,Weight,128009323.7,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Layer,Meat,CarcassWeight,14178433.24,kg/year
MDA,"Moldova, Republic of",Production,Chicken,Layer,Meat,LiveWeight,25778968.99,kg/year
MDA,"Moldova, Republic of",Production,Goats,Grassland,Meat,CarcassWeight,156.184124,kg/year
MDA,"Moldova, Republic of",Production,Goats,Grassland,Meat,LiveWeight,363.2188988,kg/year
MDA,"Moldova, Republic of",Production,Goats,Mixed,Meat,CarcassWeight,22291.73387,kg/year
MDA,"Moldova, Republic of",Production,Goats,Mixed,Meat,LiveWeight,51841.24167,kg/year
MDA,"Moldova, Republic of",Production,Goats,Grassland,Milk,Weight,136252.0337,kg/year
MDA,"Moldova, Republic of",Production,Goats,Mixed,Milk,Weight,19446881.4,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Backyard,Meat,CarcassWeight,12116051.95,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Backyard,Meat,LiveWeight,18640080.62,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Industrial,Meat,CarcassWeight,29549275.19,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Industrial,Meat,LiveWeight,39399033.47,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Intermediate,Meat,CarcassWeight,20731138.84,kg/year
MDA,"Moldova, Republic of",Production,Pigs,Intermediate,Meat,LiveWeight,27641518.42,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Grassland,Meat,CarcassWeight,671.1630325,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Grassland,Meat,LiveWeight,1491.473442,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Mixed,Meat,CarcassWeight,103516.5436,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Mixed,Meat,LiveWeight,230036.7632,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Grassland,Milk,Weight,132726.543,kg/year
MDA,"Moldova, Republic of",Production,Sheep,Mixed,Milk,Weight,20471021.07,kg/year
MNG,Mongolia,Production,Cattle,Grassland,Meat,CarcassWeight,82808905.15,kg/year
MNG,Mongolia,Production,Cattle,Grassland,Meat,LiveWeight,155348012.6,kg/year
MNG,Mongolia,Production,Cattle,Mixed,Meat,CarcassWeight,1275991.514,kg/year
MNG,Mongolia,Production,Cattle,Mixed,Meat,LiveWeight,2459670.354,kg/year
MNG,Mongolia,Production,Cattle,Grassland,Milk,Weight,500087148.8,kg/year
MNG,Mongolia,Production,Cattle,Mixed,Milk,Weight,12363040.52,kg/year
MNG,Mongolia,Production,Chicken,Backyard,Eggs,Weight,96873.50883,kg/year
MNG,Mongolia,Production,Chicken,Backyard,Meat,CarcassWeight,34632.2184,kg/year
MNG,Mongolia,Production,Chicken,Backyard,Meat,LiveWeight,52589.13692,kg/year
MNG,Mongolia,Production,Chicken,Layer,Eggs,Weight,7025940.607,kg/year
MNG,Mongolia,Production,Chicken,Layer,Meat,CarcassWeight,584175.3826,kg/year
MNG,Mongolia,Production,Chicken,Layer,Meat,LiveWeight,1062137.04,kg/year
MNG,Mongolia,Production,Goats,Grassland,Meat,CarcassWeight,132177641.6,kg/year
MNG,Mongolia,Production,Goats,Grassland,Meat,LiveWeight,269765242,kg/year
MNG,Mongolia,Production,Goats,Mixed,Meat,CarcassWeight,1445810.096,kg/year
MNG,Mongolia,Production,Goats,Mixed,Meat,LiveWeight,2950796.418,kg/year
MNG,Mongolia,Production,Goats,Grassland,Milk,Weight,63647234.29,kg/year
MNG,Mongolia,Production,Goats,Mixed,Milk,Weight,696198.0356,kg/year
MNG,Mongolia,Production,Pigs,Backyard,Meat,CarcassWeight,644883.9439,kg/year
MNG,Mongolia,Production,Pigs,Backyard,Meat,LiveWeight,992129.1819,kg/year
MNG,Mongolia,Production,Pigs,Industrial,Meat,CarcassWeight,2049643.824,kg/year
MNG,Mongolia,Production,Pigs,Industrial,Meat,LiveWeight,2732858.435,kg/year
MNG,Mongolia,Production,Pigs,Intermediate,Meat,CarcassWeight,1365621.837,kg/year
MNG,Mongolia,Production,Pigs,Intermediate,Meat,LiveWeight,1820829.117,kg/year
MNG,Mongolia,Production,Sheep,Grassland,Meat,CarcassWeight,106535720.8,kg/year
MNG,Mongolia,Production,Sheep,Grassland,Meat,LiveWeight,218310906.8,kg/year
MNG,Mongolia,Production,Sheep,Mixed,Meat,CarcassWeight,1637884.368,kg/year
MNG,Mongolia,Production,Sheep,Mixed,Meat,LiveWeight,3356320.465,kg/year
MNG,Mongolia,Production,Sheep,Grassland,Milk,Weight,36382164.76,kg/year
MNG,Mongolia,Production,Sheep,Mixed,Milk,Weight,559340.8328,kg/year
MSR,Montserrat,Production,Chicken,Backyard,Eggs,Weight,280.6917725,kg/year
MSR,Montserrat,Production,Chicken,Backyard,Meat,CarcassWeight,55.48471832,kg/year
MSR,Montserrat,Production,Chicken,Backyard,Meat,LiveWeight,84.33682251,kg/year
MAR,Morocco,Production,Cattle,Grassland,Meat,CarcassWeight,13350380.77,kg/year
MAR,Morocco,Production,Cattle,Grassland,Meat,LiveWeight,28405065.27,kg/year
MAR,Morocco,Production,Cattle,Mixed,Meat,CarcassWeight,87315305.54,kg/year
MAR,Morocco,Production,Cattle,Mixed,Meat,LiveWeight,185777245.9,kg/year
MAR,Morocco,Production,Cattle,Grassland,Milk,Weight,324910581.7,kg/year
MAR,Morocco,Production,Cattle,Mixed,Milk,Weight,2125007998,kg/year
MAR,Morocco,Production,Chicken,Backyard,Eggs,Weight,55440752.06,kg/year
MAR,Morocco,Production,Chicken,Backyard,Meat,CarcassWeight,15973124.81,kg/year
MAR,Morocco,Production,Chicken,Backyard,Meat,LiveWeight,24292254.24,kg/year
MAR,Morocco,Production,Chicken,Broiler,Meat,CarcassWeight,640848721.1,kg/year
MAR,Morocco,Production,Chicken,Broiler,Meat,LiveWeight,985921145.1,kg/year
MAR,Morocco,Production,Chicken,Layer,Eggs,Weight,282767682.6,kg/year
MAR,Morocco,Production,Chicken,Layer,Meat,CarcassWeight,47659680.13,kg/year
MAR,Morocco,Production,Chicken,Layer,Meat,LiveWeight,86653962.04,kg/year
MAR,Morocco,Production,Goats,Grassland,Meat,CarcassWeight,6426612.433,kg/year
MAR,Morocco,Production,Goats,Grassland,Meat,LiveWeight,14773821.71,kg/year
MAR,Morocco,Production,Goats,Mixed,Meat,CarcassWeight,12808961.49,kg/year
MAR,Morocco,Production,Goats,Mixed,Meat,LiveWeight,29445888.45,kg/year
MAR,Morocco,Production,Goats,Grassland,Milk,Weight,15707932.35,kg/year
MAR,Morocco,Production,Goats,Mixed,Milk,Weight,31307676.49,kg/year
MAR,Morocco,Production,Pigs,Backyard,Meat,CarcassWeight,152086.2537,kg/year
MAR,Morocco,Production,Pigs,Backyard,Meat,LiveWeight,233978.8614,kg/year
MAR,Morocco,Production,Pigs,Industrial,Meat,CarcassWeight,282056.5264,kg/year
MAR,Morocco,Production,Pigs,Industrial,Meat,LiveWeight,376075.3685,kg/year
MAR,Morocco,Production,Pigs,Intermediate,Meat,CarcassWeight,215262.4703,kg/year
MAR,Morocco,Production,Pigs,Intermediate,Meat,LiveWeight,287016.627,kg/year
MAR,Morocco,Production,Sheep,Grassland,Meat,CarcassWeight,31022742.62,kg/year
MAR,Morocco,Production,Sheep,Grassland,Meat,LiveWeight,64362535.55,kg/year
MAR,Morocco,Production,Sheep,Mixed,Meat,CarcassWeight,86416266.1,kg/year
MAR,Morocco,Production,Sheep,Mixed,Meat,LiveWeight,179286856.2,kg/year
MAR,Morocco,Production,Sheep,Grassland,Milk,Weight,8066940.943,kg/year
MAR,Morocco,Production,Sheep,Mixed,Milk,Weight,24433181.95,kg/year
MOZ,Mozambique,Production,Buffalo,Grassland,Meat,CarcassWeight,5402.06157,kg/year
MOZ,Mozambique,Production,Buffalo,Grassland,Meat,LiveWeight,10145.24453,kg/year
MOZ,Mozambique,Production,Buffalo,Mixed,Meat,CarcassWeight,5347.730693,kg/year
MOZ,Mozambique,Production,Buffalo,Mixed,Meat,LiveWeight,10043.20937,kg/year
MOZ,Mozambique,Production,Buffalo,Grassland,Milk,Weight,0,kg/year
MOZ,Mozambique,Production,Buffalo,Mixed,Milk,Weight,0,kg/year
MOZ,Mozambique,Production,Cattle,Grassland,Meat,CarcassWeight,14135614.48,kg/year
MOZ,Mozambique,Production,Cattle,Grassland,Meat,LiveWeight,30075775.5,kg/year
MOZ,Mozambique,Production,Cattle,Mixed,Meat,CarcassWeight,7807223.694,kg/year
MOZ,Mozambique,Production,Cattle,Mixed,Meat,LiveWeight,16611114.23,kg/year
MOZ,Mozambique,Production,Cattle,Grassland,Milk,Weight,290034126.9,kg/year
MOZ,Mozambique,Production,Cattle,Mixed,Milk,Weight,249959373.5,kg/year
MOZ,Mozambique,Production,Chicken,Backyard,Eggs,Weight,13193357.04,kg/year
MOZ,Mozambique,Production,Chicken,Backyard,Meat,CarcassWeight,6131005.133,kg/year
MOZ,Mozambique,Production,Chicken,Backyard,Meat,LiveWeight,9314690.388,kg/year
MOZ,Mozambique,Production,Chicken,Broiler,Meat,CarcassWeight,6886618.804,kg/year
MOZ,Mozambique,Production,Chicken,Broiler,Meat,LiveWeight,10594798.56,kg/year
MOZ,Mozambique,Production,Chicken,Layer,Eggs,Weight,1552117.919,kg/year
MOZ,Mozambique,Production,Chicken,Layer,Meat,CarcassWeight,261605.0145,kg/year
MOZ,Mozambique,Production,Chicken,Layer,Meat,LiveWeight,475645.4707,kg/year
MOZ,Mozambique,Production,Goats,Grassland,Meat,CarcassWeight,8414065.969,kg/year
MOZ,Mozambique,Production,Goats,Grassland,Meat,LiveWeight,17750256.33,kg/year
MOZ,Mozambique,Production,Goats,Mixed,Meat,CarcassWeight,5846679.529,kg/year
MOZ,Mozambique,Production,Goats,Mixed,Meat,LiveWeight,12334115.36,kg/year
MOZ,Mozambique,Production,Goats,Grassland,Milk,Weight,10835389.53,kg/year
MOZ,Mozambique,Production,Goats,Mixed,Milk,Weight,7394052.866,kg/year
MOZ,Mozambique,Production,Pigs,Backyard,Meat,CarcassWeight,62369247.88,kg/year
MOZ,Mozambique,Production,Pigs,Backyard,Meat,LiveWeight,95952692.59,kg/year
MOZ,Mozambique,Production,Pigs,Industrial,Meat,CarcassWeight,2694973.387,kg/year
MOZ,Mozambique,Production,Pigs,Industrial,Meat,LiveWeight,3593297.849,kg/year
MOZ,Mozambique,Production,Pigs,Intermediate,Meat,CarcassWeight,3204289.838,kg/year
